Delemain,Postel,30
Griswold,Berkeley,85
Landing,Torres,61
Meltzer,Naur,43
Meltzer,Asprey,93
Wilkins,Stanhope,62
Bush,Wilkinson,27
Quine,Hamming,61
Bollee,Oughtred,73
Noyce,Chapanis,23
Keller,Easley,18
Keller,Householder,14
Salton,Goedel,47
Goedel,Salton,47
Zakrajsek,Quine,30
Taussky,Koenig,63
Murdock,Rasiowa,68
Keller,Kilburn,54
Tarski,Codd,66
Holberton,Jones,17
Bush,Williamson,12
Torres,Frege,58
Gill,Cunningham,16
Fasenmyer,Forsythe,61
Davies,Galler,83
Pnueli,Loeb,13
Grinberg,Kilburn,26
Harary,Motwani,62
Griswold,Ellis,93
Ladd,Codd,7
Ritchie,Strachey,20
Chapanis,Mccarthy,59
Delemain,Michie,29
Ladd,Bush,87
Asprey,Meltzer,93
Zermelo,Nygaard,39
Delemain,Nygaard,48
Noyce,Avram,8
Williamson,Bush,12
Harary,Asprey,12
Harary,Cunningham,99
Even,Salton,91
Ichbiah,Napier,86
Verea,Taussky,69
Michie,Delemain,29
Postel,Delemain,30
Papert,Loeb,34
Kleenex,Postel,65
Mccarthy,Chapanis,59
Pnueli,Hermann,65
Davies,Forsythe,33
Frege,Torres,58
Karpinski,Householder,85
Baldwin,Loeb,53
Zakrajsek,Wijngaarden,97
Bellman,Verea,3
Holberton,Wijngaarden,70
Naur,Gill,41
Easley,Keller,18
Ladd,Zermelo,81
Delemain,Forsythe,22
Kilburn,Grinberg,26
Baldwin,Rasiowa,1
Taussky,Holberton,97
Oughtred,Delemain,50
Davies,Wang,40
Wijngaarden,Hermann,73
Mccarthy,Wilkins,99
Salton,Davies,71
Baldwin,Codd,67
Tarski,Zakrajsek,76
Karpinski,Bellman,13
Ritchie,Wilkins,61
Ichbiah,Hamming,57
Zakrajsek,Tarski,76
Baldwin,Householder,82
Loeb,Baldwin,53
Quine,Michie,77
Zeus,Taussky,92
Tarski,Frege,38
Napier,Burroughs,25
Hollerith,Frege,67
Flowers,Mccarthy,91
Frege,Hollerith,67
Zeus,Turing,35
Taussky,Bush,84
Jones,Holberton,17
Michie,Bellman,73
Hermann,Pnueli,65
Bollee,Wang,69
Oughtred,Holberton,69
Quine,Delemain,74
Holberton,Taussky,97
Noyce,Gill,33
Ichbiah,Verea,7
Mccarthy,Galler,81
Jones,Goedel,24
Blanch,Salton,68
Grinberg,Murdock,62
Kilburn,Taussky,6
Torres,Murdock,72
Verea,Bellman,3
Meltzer,Pnueli,68
Rasiowa,Jones,71
Karpinski,Even,91
Stanhope,Galler,84
Davies,Delemain,36
Bush,Ladd,87
Wang,Bollee,69
Forsythe,Michie,25
Asprey,Baldwin,85
Fasenmyer,Wilkins,38
Turing,Hermann,65
Loeb,Zeus,82
Murdock,Grinberg,62
Mccarthy,Napier,78
Michie,Strachey,77
Stanhope,Keller,94
Burroughs,Napier,25
Michie,Easley,21
Bush,Verea,3
Berkeley,Kleenex,38
Kleenex,Verea,29
Berkeley,Griswold,85
Frege,Ladd,65
Wijngaarden,Holberton,70
Williamson,Taussky,58
Householder,Michie,69
Rhodes,Karpinski,42
Ellis,Griswold,93
Loeb,Even,48
Holberton,Williamson,17
Ladd,Kilburn,53
Salton,Blanch,68
Avram,Galler,7
Codd,Tarski,66
Householder,Baldwin,82
Wilkinson,Cunningham,32
Zeus,Loeb,82
Hermann,Mccarthy,86
Wilkins,Mccarthy,99
Delemain,Zermelo,29
Cunningham,Davies,50
Asprey,Naur,3
Gill,Naur,41
Avram,Torres,22
Naur,Postel,24
Wilkins,Ritchie,61
Cunningham,Gill,16
Salton,Stanhope,83
Keller,Michie,40
Keller,Stanhope,94
Naur,Asprey,3
Hamming,Ichbiah,57
Davies,Easley,22
Peano,Delemain,18
Delemain,Peano,18
Rasiowa,Stanhope,92
Stanhope,Wilkins,62
Galler,Holberton,36
Cunningham,Bollee,77
Mccarthy,Codd,89
Postel,Householder,88
Codd,Mccarthy,89
Michie,Keller,40
Even,Mccarthy,41
Wang,Davies,40
Taussky,Naur,47
Loeb,Papert,34
Forsythe,Fasenmyer,61
Blanch,Pnueli,5
Napier,Zeus,28
Verea,Bush,3
Ichbiah,Ladd,20
Koenig,Bollee,2
Pnueli,Wilkins,74
Michie,Torres,21
Nygaard,Zermelo,39
Turing,Zeus,35
Delemain,Naur,24
Berkeley,Fasenmyer,44
Easley,Michie,21
Karpinski,Rhodes,42
Stanhope,Rasiowa,92
Hermann,Turing,65
Kilburn,Ladd,53
Hamming,Fasenmyer,36
Galler,Avram,7
Licklider,Codd,30
Gill,Hollerith,68
Michie,Forsythe,25
Michie,Rosser,57
Williamson,Tarski,78
Even,Karpinski,91
Grinberg,Fasenmyer,53
Torres,Michie,21
Noyce,Jones,1
Postel,Naur,24
Bollee,Cunningham,77
Stanhope,Forsythe,28
Salton,Even,91
Forsythe,Even,96
Frege,Naur,37
Taussky,Williamson,58
Mccarthy,Flowers,91
Postel,Fasenmyer,1
Zermelo,Ladd,81
Rhodes,Bollee,74
Householder,Karpinski,85
Wilkinson,Bush,27
Naur,Frege,37
