Blanch,Pnueli,34
Naur,Williamson,66
Flowers,Oughtred,57
Zeus,Wijngaarden,100
Motwani,Baldwin,83
Bush,Codd,90
Burroughs,Ladd,55
Chapanis,Fasenmyer,88
Codd,Burroughs,73
Ritchie,Verea,15
Verea,Wilkins,9
Easley,Strachey,30
Easley,Peano,57
Peano,Wilkins,86
Hermann,Zeus,15
Easley,Karpinski,11
Postel,Chapanis,38
Grinberg,Zeus,1
Meltzer,Wilkinson,46
Gill,Berkeley,54
Ladd,Bollee,1
Ichbiah,Motwani,18
Landing,Baldwin,87
Zeus,Davies,53
Turing,Rosser,32
Murdock,Wilkinson,53
Rhodes,Rosser,94
Zakrajsek,Bellman,84
Harary,Quine,57
Harary,Murdock,97
Wilkins,Verea,9
Jones,Gill,56
Torres,Naur,65
Forsythe,Koenig,48
Wijngaarden,Holberton,21
Motwani,Ichbiah,18
Strachey,Griswold,53
Keller,Salton,82
Even,Motwani,81
Torres,Turing,76
Davies,Kilburn,21
Karpinski,Salton,15
Landing,Wilkinson,18
Strachey,Oughtred,16
Loeb,Mccarthy,67
Rosser,Ritchie,52
Wijngaarden,Landing,34
Oughtred,Wilkinson,85
Turing,Meltzer,7
Karpinski,Fasenmyer,88
Ellis,Salton,5
Cunningham,Naur,32
Wijngaarden,Oughtred,74
Stanhope,Mccarthy,95
Koenig,Forsythe,48
Even,Keller,32
Forsythe,Papert,43
Codd,Hamming,22
Licklider,Flowers,88
Wilkinson,Oughtred,85
Harary,Rosser,82
Avram,Ladd,23
Baldwin,Landing,87
Ichbiah,Salton,53
Wilkins,Hamming,19
Peano,Easley,57
Oughtred,Koenig,76
Rosser,Karpinski,36
Bush,Berkeley,96
Karpinski,Strachey,45
Jones,Naur,53
Wilkins,Avram,49
Blanch,Harary,52
Mccarthy,Loeb,67
Tarski,Landing,46
Noyce,Rasiowa,36
Zermelo,Householder,40
Ichbiah,Frege,82
Harary,Ichbiah,12
Kilburn,Ladd,78
Burroughs,Salton,37
Hamming,Zakrajsek,59
Kilburn,Bollee,80
Wilkins,Jones,61
Berkeley,Hamming,84
Williamson,Naur,66
Chapanis,Pnueli,51
Meltzer,Turing,7
Householder,Zermelo,40
Mccarthy,Rosser,97
Baldwin,Easley,34
Karpinski,Bollee,30
Wilkins,Salton,49
Pnueli,Bellman,47
Ritchie,Karpinski,36
Noyce,Gill,96
Flowers,Napier,11
Flowers,Licklider,88
Salton,Keller,82
Baldwin,Peano,56
Meltzer,Pnueli,2
Verea,Householder,74
Baldwin,Burroughs,78
Rosser,Landing,72
Burroughs,Baldwin,78
Baldwin,Ellis,46
Ladd,Kilburn,78
Holberton,Delemain,88
Salton,Karpinski,15
Taussky,Burroughs,89
Salton,Ichbiah,53
Grinberg,Salton,19
Naur,Torres,65
Zeus,Asprey,6
Rosser,Grinberg,97
Wilkinson,Landing,18
Mccarthy,Wijngaarden,47
Wilkins,Peano,86
Holberton,Kilburn,23
Murdock,Harary,97
Salton,Hollerith,33
Bush,Hollerith,19
Karpinski,Meltzer,12
Torres,Ichbiah,21
Ladd,Rasiowa,94
Ladd,Davies,61
Kilburn,Rhodes,25
Zeus,Forsythe,70
Oughtred,Flowers,57
Hermann,Papert,53
Asprey,Zeus,6
Baldwin,Motwani,83
Turing,Wang,4
Murdock,Keller,5
Fasenmyer,Karpinski,88
Quine,Harary,57
Salton,Householder,84
Oughtred,Harary,4
Even,Tarski,81
Baldwin,Delemain,39
Galler,Naur,57
Grinberg,Forsythe,25
Naur,Cunningham,32
Quine,Strachey,19
Mccarthy,Burroughs,54
Householder,Verea,74
Bellman,Zakrajsek,84
Postel,Hollerith,24
Wilkinson,Meltzer,46
Holberton,Wijngaarden,21
Kilburn,Chapanis,68
Flowers,Zakrajsek,59
Licklider,Kilburn,76
Strachey,Karpinski,45
Grinberg,Rosser,97
Tarski,Even,81
Wang,Baldwin,70
Rosser,Rhodes,94
Griswold,Strachey,53
Taussky,Turing,38
Ritchie,Bollee,67
Noyce,Kleenex,67
Michie,Keller,76
Salton,Ellis,5
Asprey,Napier,34
Wilkins,Naur,83
Bollee,Karpinski,30
Even,Zermelo,97
Codd,Bush,90
Verea,Codd,83
Ellis,Baldwin,46
Fasenmyer,Rasiowa,17
Zeus,Frege,16
Gill,Zermelo,43
Gill,Jones,56
Pnueli,Meltzer,2
Rosser,Bush,78
Zeus,Grinberg,1
Noyce,Chapanis,60
Bush,Rosser,78
Chapanis,Kilburn,68
Williamson,Codd,28
Bellman,Stanhope,32
Frege,Ichbiah,82
Pnueli,Strachey,6
Avram,Zakrajsek,96
Strachey,Pnueli,6
Meltzer,Karpinski,12
Turing,Taussky,38
Chapanis,Keller,9
Harary,Oughtred,4
Griswold,Hollerith,86
Mccarthy,Stanhope,95
Easley,Baldwin,34
Blanch,Grinberg,88
Landing,Rosser,72
Oughtred,Strachey,16
Rasiowa,Fasenmyer,17
Napier,Flowers,11
Williamson,Verea,25
Hermann,Karpinski,22
Householder,Turing,57
Burroughs,Mccarthy,54
Grinberg,Bellman,43
Blanch,Keller,44
Wang,Turing,4
Bollee,Ladd,1
Jones,Codd,17
Ichbiah,Harary,12
Turing,Torres,76
Grinberg,Blanch,88
Bush,Griswold,67
Mccarthy,Landing,77
Davies,Ladd,61
Gill,Noyce,96
Jones,Wilkins,61
Zeus,Ellis,16
Burroughs,Codd,73
Forsythe,Grinberg,25
Bellman,Pnueli,47
Avram,Hermann,22
Wang,Zeus,88
Taussky,Grinberg,39
Rosser,Turing,32
Codd,Jones,17
Wijngaarden,Zeus,100
Harary,Naur,72
Ladd,Burroughs,55
Zakrajsek,Hamming,59
Rasiowa,Noyce,36
Karpinski,Householder,65
Frege,Gill,16
