Bellman,Grinberg,39
Flowers,Kilburn,35
Cunningham,Peano,87
Tarski,Hamming,96
Murdock,Peano,74
Fasenmyer,Codd,77
Torres,Wijngaarden,16
Bollee,Rosser,85
Davies,Harary,82
Forsythe,Flowers,46
Wilkinson,Papert,65
Papert,Wilkinson,65
Kilburn,Griswold,54
Keller,Gill,76
Griswold,Kilburn,54
Avram,Quine,56
Hermann,Wang,15
Motwani,Murdock,82
Wang,Kleenex,35
Delemain,Rasiowa,44
Galler,Keller,3
Avram,Wijngaarden,68
Ellis,Zakrajsek,15
Turing,Forsythe,93
Jones,Torres,99
Williamson,Ritchie,62
Karpinski,Stanhope,72
Delemain,Keller,76
Kleenex,Frege,46
Grinberg,Zeus,10
Forsythe,Wijngaarden,20
Williamson,Easley,15
Cunningham,Strachey,5
Zeus,Forsythe,73
Motwani,Oughtred,79
Licklider,Quine,88
Griswold,Naur,54
Landing,Ellis,95
Naur,Griswold,54
Gill,Keller,76
Wang,Blanch,37
Wang,Fasenmyer,29
Quine,Licklider,88
Landing,Even,28
Zakrajsek,Motwani,95
Pnueli,Rosser,23
Wilkins,Fasenmyer,48
Wijngaarden,Torres,16
Blanch,Bush,35
Torres,Burroughs,7
Rasiowa,Harary,23
Mccarthy,Griswold,35
Cunningham,Wilkins,31
Codd,Frege,55
Zeus,Grinberg,10
Grinberg,Tarski,100
Quine,Avram,56
Kilburn,Flowers,35
Loeb,Chapanis,60
Nygaard,Forsythe,70
Blanch,Taussky,2
Oughtred,Frege,8
Grinberg,Bellman,39
Zermelo,Hamming,78
Easley,Zeus,17
Peano,Murdock,74
Tarski,Grinberg,100
Codd,Fasenmyer,77
Griswold,Baldwin,12
Zeus,Galler,82
Quine,Verea,83
Easley,Avram,13
Ellis,Naur,51
Loeb,Napier,74
Davies,Zakrajsek,39
Papert,Mccarthy,2
Koenig,Griswold,70
Wilkins,Papert,67
Koenig,Kleenex,99
Stanhope,Frege,32
Davies,Wang,14
Burroughs,Easley,64
Frege,Kleenex,46
Wilkinson,Holberton,2
Postel,Wang,78
Cunningham,Hollerith,1
Keller,Peano,11
Michie,Murdock,6
Chapanis,Michie,66
Ritchie,Rosser,18
Quine,Napier,66
Keller,Delemain,76
Napier,Loeb,74
Householder,Harary,90
Frege,Oughtred,8
Landing,Keller,57
Burroughs,Torres,7
Kleenex,Koenig,99
Holberton,Wilkinson,2
Oughtred,Motwani,79
Rosser,Pnueli,23
Easley,Rasiowa,61
Murdock,Quine,89
Harary,Michie,48
Baldwin,Fasenmyer,49
Harary,Nygaard,97
Bush,Rasiowa,37
Napier,Turing,95
Keller,Landing,57
Fasenmyer,Wang,29
Chapanis,Loeb,60
Griswold,Michie,22
Tarski,Ellis,83
Galler,Bellman,52
Bollee,Loeb,66
Michie,Griswold,22
Stanhope,Flowers,60
Griswold,Mccarthy,35
Ichbiah,Licklider,31
Fasenmyer,Baldwin,49
Galler,Wijngaarden,51
Hollerith,Ladd,78
Bellman,Galler,52
Wilkinson,Asprey,56
Loeb,Delemain,10
Nygaard,Harary,97
Williamson,Flowers,44
Turing,Ladd,87
Harary,Ichbiah,56
Kleenex,Wang,35
Karpinski,Bollee,67
Flowers,Bollee,85
Quine,Burroughs,13
Griswold,Strachey,19
Forsythe,Zeus,73
Gill,Koenig,84
Strachey,Even,68
Davies,Kleenex,68
Licklider,Flowers,40
Koenig,Gill,84
Wang,Hermann,15
Jones,Householder,46
Verea,Quine,83
Codd,Taussky,88
