Delemain,Griswold,51
Rosser,Blanch,72
Berkeley,Rhodes,6
Strachey,Ladd,99
Ichbiah,Noyce,39
Wijngaarden,Naur,41
Davies,Ichbiah,34
Oughtred,Wilkinson,17
Tarski,Kleenex,72
Bellman,Meltzer,19
Pnueli,Hamming,64
Napier,Burroughs,35
Burroughs,Karpinski,51
Galler,Baldwin,51
Asprey,Berkeley,100
Verea,Holberton,26
Blanch,Licklider,61
Berkeley,Holberton,24
Ellis,Delemain,77
Landing,Jones,80
Strachey,Rhodes,38
Hamming,Galler,37
Householder,Jones,42
Rasiowa,Frege,24
Keller,Kilburn,97
Quine,Avram,86
Licklider,Quine,37
Hermann,Meltzer,5
Ellis,Peano,26
Ritchie,Gill,98
Postel,Codd,40
Motwani,Oughtred,13
Keller,Postel,47
Holberton,Napier,69
Grinberg,Ichbiah,57
Noyce,Berkeley,27
Galler,Williamson,42
Griswold,Zermelo,9
Harary,Fasenmyer,40
Asprey,Burroughs,82
Ladd,Rasiowa,10
Stanhope,Turing,72
Quine,Licklider,37
Licklider,Ritchie,4
Jones,Verea,25
Williamson,Turing,77
Verea,Griswold,87
Michie,Easley,94
Galler,Avram,11
Codd,Postel,40
Verea,Murdock,48
Bellman,Pnueli,68
Gill,Galler,55
Verea,Jones,25
Asprey,Easley,64
Oughtred,Stanhope,24
Fasenmyer,Harary,40
Wijngaarden,Strachey,91
Naur,Wijngaarden,41
Baldwin,Ichbiah,74
Fasenmyer,Peano,64
Bollee,Avram,55
Easley,Michie,94
Hollerith,Easley,63
Torres,Hamming,52
Mccarthy,Even,61
Koenig,Naur,17
Even,Asprey,87
Murdock,Householder,66
Tarski,Even,26
Kilburn,Keller,97
Chapanis,Mccarthy,17
Loeb,Rasiowa,79
Avram,Jones,86
Fasenmyer,Holberton,87
Griswold,Ritchie,60
Murdock,Verea,48
Mccarthy,Flowers,51
Galler,Forsythe,7
Flowers,Michie,85
Holberton,Berkeley,24
Even,Tarski,26
Koenig,Noyce,61
Torres,Ichbiah,73
Noyce,Koenig,61
Goedel,Karpinski,57
Grinberg,Codd,51
Easley,Hollerith,63
Napier,Rosser,64
Wang,Griswold,94
Postel,Torres,69
Asprey,Even,87
Galler,Gill,55
Rosser,Meltzer,99
Stanhope,Oughtred,24
Wijngaarden,Rhodes,40
Cunningham,Blanch,96
Koenig,Meltzer,4
Avram,Murdock,99
Davies,Ellis,73
Murdock,Michie,88
Wijngaarden,Williamson,59
Rhodes,Berkeley,6
Easley,Koenig,26
Mccarthy,Ichbiah,14
Strachey,Wijngaarden,91
Easley,Asprey,64
Ichbiah,Davies,34
Galler,Hamming,37
Williamson,Galler,42
Oughtred,Ritchie,94
Karpinski,Goedel,57
Bush,Postel,88
Rhodes,Strachey,38
Murdock,Avram,99
Mccarthy,Chapanis,17
Wilkinson,Pnueli,48
Turing,Williamson,77
Chapanis,Kleenex,19
Burroughs,Kilburn,31
Blanch,Rosser,72
Noyce,Ichbiah,39
Bush,Rasiowa,5
Meltzer,Bellman,19
Taussky,Grinberg,43
Ritchie,Oughtred,94
Rhodes,Wijngaarden,40
Jones,Zermelo,83
Wang,Oughtred,69
Zermelo,Verea,50
Bollee,Blanch,98
Karpinski,Burroughs,51
Turing,Davies,99
Blanch,Peano,86
Jones,Householder,42
Burroughs,Rhodes,44
Forsythe,Noyce,29
Landing,Bush,30
Murdock,Quine,79
Avram,Galler,11
Verea,Zermelo,50
Keller,Landing,91
Stanhope,Taussky,6
Peano,Licklider,45
Tarski,Keller,89
Burroughs,Asprey,82
Keller,Berkeley,10
Asprey,Delemain,61
Hamming,Motwani,50
Ellis,Davies,73
Harary,Blanch,22
Ladd,Michie,67
Postel,Tarski,49
Forsythe,Galler,7
Strachey,Even,34
Ritchie,Griswold,60
Bush,Meltzer,70
Wang,Nygaard,23
Householder,Flowers,99
Householder,Easley,96
Taussky,Oughtred,63
Cunningham,Loeb,40
Wilkinson,Oughtred,17
Hamming,Williamson,73
Strachey,Oughtred,100
Motwani,Wilkinson,43
Licklider,Blanch,61
Bellman,Zakrajsek,99
Oughtred,Motwani,13
Asprey,Bollee,26
Frege,Codd,87
Griswold,Delemain,51
Meltzer,Bush,70
Michie,Forsythe,92
Oughtred,Davies,67
Kilburn,Burroughs,31
Landing,Keller,91
Meltzer,Koenig,4
Bollee,Ritchie,94
Naur,Koenig,17
Harary,Rhodes,44
Noyce,Forsythe,29
Davies,Turing,99
Holberton,Fasenmyer,87
Wijngaarden,Wang,8
Ichbiah,Torres,73
Berkeley,Noyce,27
Rasiowa,Forsythe,95
Flowers,Mccarthy,51
Stanhope,Rhodes,17
Berkeley,Keller,10
Berkeley,Hermann,44
Delemain,Asprey,61
Rasiowa,Loeb,79
Wilkins,Goedel,87
Griswold,Wang,94
Harary,Motwani,70
Wang,Wijngaarden,8
Griswold,Verea,87
Blanch,Strachey,97
Koenig,Easley,26
Householder,Papert,31
Harary,Kilburn,72
Meltzer,Hermann,5
Oughtred,Wang,69
Ritchie,Bollee,94
Grinberg,Taussky,43
Licklider,Peano,45
Hamming,Pnueli,64
Koenig,Oughtred,80
Peano,Fasenmyer,64
Zermelo,Griswold,9
